id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,other
3808,十亩地小区,武昌,200,16970,3室2厅1厨1卫,高楼层 (共7层),117.86,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,null,2022/5/17,私产,2001/6/1,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220514TSpQy
3809,恒大城,东西湖,160,9857,3室2厅1厨3卫,中楼层 (共12层),162.33,复式,暂无数据,板塔结合,北,钢混结构,毛坯,一梯四户,有,null,2018/10/24,商品房,2014/3/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200106j2SYJ
3810,统建同安家园,江岸,221,16399,3室2厅1厨2卫,中楼层 (共18层),134.77,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,null,2023/4/6,商品房,2018/4/6,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210402bVtfn
3811,世纪江尚,江汉,636,34316,4室1厅1厨2卫,中楼层 (共57层),185.34,平层,暂无数据,塔楼,东南,钢混结构,其他,三梯五户,有,null,2023/2/8,商品房,2017/6/30,普通住宅,满五年,共有,无抵押,已上传房本照片,20210604daGLn
3812,两湖总都,江汉,421,24340,3室2厅1厨2卫,高楼层 (共32层),172.97,平层,139.37,塔楼,东南,钢混结构,精装,三梯四户,有,null,2023/3/31,商品房,2009/8/27,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230403pv9IJ
3813,天宇盛世滨江,硚口,210,20310,2室2厅1厨1卫,低楼层 (共43层),103.4,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,三梯四户,有,null,2021/11/11,商品房,2019/2/14,普通住宅,满两年,共有,无抵押,已上传房本照片,20211112xfUVM
3814,万科城,江汉,221,19910,3室2厅1厨2卫,高楼层 (共34层),111,平层,暂无数据,板楼,南,钢混结构,精装,三梯四户,有,null,2022/2/6,商品房,2016/9/26,普通住宅,满五年,共有,无抵押,已上传房本照片,20210414I5UVb
3815,复地悦城二期东区,洪山,143,16500,3室1厅1厨1卫,低楼层 (共34层),86.67,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,null,2022/12/7,商品房,2019/4/16,普通住宅,满两年,共有,有抵押 80万元 客户偿还,已上传房本照片,20221209R8xhG
3816,万科金色城市17地块,洪山,143,13761,3室1厅1厨1卫,低楼层 (共28层),103.92,平层,79.06,板楼,东南,钢混结构,精装,两梯四户,有,null,2023/4/17,商品房,2014/6/11,普通住宅,满五年,非共有,有抵押 30万元,已上传房本照片,202208269jhBT
3817,中国铁建1818中心,武昌,290,29035,3室2厅1厨1卫,高楼层 (共33层),99.88,平层,74.48,板楼,东南 南,钢混结构,精装,两梯六户,有,null,2023/4/14,商品房,2016/4/5,普通住宅,满五年,非共有,有抵押 30万元 农业银行 业主自还,已上传房本照片,20230414uVGfc
3818,姑嫂树社区,江汉,83,10826,2室1厅1厨1卫,低楼层 (共7层),76.67,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,null,2023/4/26,商品房,2004/8/9,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200902tTnQs
3819,惠济路41号,江岸,230,26955,2室2厅1厨1卫,高楼层 (共7层),85.33,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,null,2023/4/2,商品房,2012/4/2,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210806iX9ZB
3820,后湖生态花园荷花苑,江岸,134,9426,3室2厅1厨2卫,高楼层 (共8层),142.16,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,无,null,2022/9/23,商品房,2005/5/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200101DuTyD
3821,逸居苑,武昌,130,14381,2室2厅1厨1卫,中楼层 (共8层),90.4,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,无,null,2023/3/24,商品房,2010/12/27,普通住宅,满五年,非共有,有抵押 17万元 工商银行 客户偿还,已上传房本照片,202303268bwj4
3822,汉桥城中花园A区,汉阳,105,11301,2室2厅1厨1卫,中楼层 (共31层),92.92,平层,暂无数据,板楼,南,框架结构,简装,两梯五户,有,null,2023/4/19,商品房,2023/2/17,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230419w7D8t
3823,华鼎尚都国际,硚口,135,15990,2室1厅1厨1卫,高楼层 (共32层),84.43,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2023/3/22,商品房,2019/2/14,普通住宅,满两年,共有,无抵押,已上传房本照片,20230322h1w5N
3824,福星惠誉东湖城二期,洪山,188,19897,3室2厅1厨1卫,低楼层 (共47层),94.49,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯四户,有,null,2022/8/26,商品房,2020/7/3,普通住宅,满两年,共有,有抵押 50万元 建行 业主自还,已上传房本照片,20220827w0VNB
3825,保利新武昌K5地块,洪山,168,17350,3室1厅1厨1卫,低楼层 (共45层),96.83,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2023/2/7,商品房,2021/10/21,普通住宅,未满两年,共有,有抵押 60万元 平安60万左右 客户偿还,已上传房本照片,20211026sQC4u
3826,东原湖光里,洪山,137,15406,3室1厅1厨1卫,中楼层 (共11层),88.93,复式,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,null,2023/4/10,商品房,2018/6/15,普通住宅,满两年,共有,有抵押 客户偿还,已上传房本照片,20210628DjNej
3827,博学仕府,硚口,165,15831,3室2厅1厨2卫,低楼层 (共7层),104.23,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2023/4/7,商品房,2017/4/6,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230416iQx0C
3828,东立国际,江岸,79,19340,1室1厅1厨1卫,高楼层 (共15层),40.85,平层,暂无数据,塔楼,东北,钢混结构,简装,两梯八户,有,null,2023/4/13,商品房,2015/10/28,普通住宅,满五年,共有,无抵押,已上传房本照片,20221202ukUYe
3829,融创观澜壹号,东西湖,108,11344,3室2厅1厨1卫,低楼层 (共34层),95.21,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2022/5/5,商品房,2020/10/27,普通住宅,满两年,非共有,有抵押 45万元 中国银行 客户偿还,已上传房本照片,20211210IHJlE
3830,中大长江紫都三期,武昌,145,15222,3室1厅1厨1卫,高楼层 (共32层),95.26,平层,73.61,板楼,南,钢混结构,精装,两梯四户,有,null,2023/3/12,商品房,2013/7/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,202303123mQdI
3831,五环社区,洪山,133,18919,2室1厅1厨1卫,低楼层 (共7层),70.3,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,无,null,2023/4/28,商品房,2005/10/10,普通住宅,满五年,共有,无抵押,已上传房本照片,20201025YIHkO
3832,广电兰亭时代,汉阳,138,14705,3室2厅1厨1卫,低楼层 (共33层),93.85,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,null,2023/4/26,商品房,2018/5/17,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230420gXTVd
3833,树藩大街514号,蔡甸,56,5381,3室2厅1厨1卫,低楼层 (共7层),104.08,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,null,2021/5/25,商品房,2012/12/19,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200605qiMkM
3834,沙湖港湾三期,洪山,102,13084,2室2厅1厨1卫,高楼层 (共32层),77.96,平层,暂无数据,暂无数据,东南,钢混结构,毛坯,两梯五户,有,null,2023/3/15,拆迁还建房,2023/4/13,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230413HMlAS
3835,太白湖畔D区,汉南,66,7547,3室2厅1厨1卫,高楼层 (共32层),87.46,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,暂无数据,null,2021/11/5,商品房,2021/3/9,普通住宅,满两年,非共有,有抵押,已上传房本照片,20211109xrGUZ
3836,东亚大厦,江岸,251,18583,3室2厅1厨2卫,中楼层 (共18层),135.07,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2022/5/10,商品房,2010/1/11,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220512wawOy
3837,西马新村,江汉,139,16074,3室1厅1厨1卫,低楼层 (共8层),87.04,平层,暂无数据,塔楼,东南,混合结构,其他,一梯四户,无,null,2023/4/23,商品房,2018/6/1,普通住宅,满两年,共有,无抵押,已上传房本照片,20200509JGLbC
3838,光谷188国际社区,东湖高新,255,23318,3室2厅1厨1卫,中楼层 (共32层),109.36,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,null,2023/4/8,商品房,2020/8/14,普通住宅,满两年,非共有,有抵押 90万元 客户偿还,已上传房本照片,20230408LdVTy
3839,海伦春天二期,沌口,150,14569,3室2厅1厨2卫,中楼层 (共32层),102.96,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯五户,有,null,2022/9/27,商品房,2018/1/19,普通住宅,满五年,共有,有抵押 10万元 业主自还,已上传房本照片,20200625B7V51
3840,汉南家园,汉南,52,5152,2室2厅1厨2卫,高楼层 (共4层),100.94,平层,87.09,暂无数据,南 北,未知结构,其他,一梯一户,暂无数据,null,2022/2/11,商品房,2011/11/16,普通住宅,满五年,共有,无抵押,已上传房本照片,20220216ZpAhm
3841,王府花园,江岸,490,34951,3室2厅1厨1卫,高楼层 (共31层),140.2,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯六户,有,null,2023/4/19,商品房,2006/9/12,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230421gI9dQ
3842,新世界常青南园,江汉,225,23682,2室2厅1厨1卫,中楼层 (共25层),95.01,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,null,2023/4/12,商品房,2015/5/28,普通住宅,满五年,共有,无抵押,已上传房本照片,20230412qstPS
3843,福星城南区,江汉,150,15363,3室2厅1厨1卫,低楼层 (共32层),97.64,平层,73.85,板塔结合,南 北,钢混结构,简装,两梯四户,有,null,2022/11/14,商品房,2015/3/25,普通住宅,满五年,共有,无抵押,已上传房本照片,20221114SW67R
3844,江汉人家,江汉,225,18540,3室2厅1厨2卫,中楼层 (共33层),121.36,平层,93.97,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2022/5/18,商品房,2021/3/4,普通住宅,满两年,非共有,无抵押,已上传房本照片,2021072123eay
3845,首义路85-87号,武昌,156,18050,3室1厅1厨1卫,中楼层 (共6层),86.43,平层,暂无数据,板楼,西北,钢混结构,简装,一梯三户,无,null,2023/4/17,商品房,2013/4/10,普通住宅,满五年,共有,无抵押,已上传房本照片,20210526TPaso
3846,锦绣人家,江汉,341,33285,9室3厅2厨4卫,高楼层 (共12层),102.45,复式,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,有,null,2022/8/30,商品房,2008/8/8,普通住宅,满五年,共有,有抵押 170万元 平安银行,已上传房本照片,20220912JbsdX
3847,纽宾凯汉city国际社区蜜城,汉阳,125,14236,3室2厅1厨1卫,高楼层 (共34层),87.81,平层,69,板塔结合,南,钢混结构,毛坯,三梯六户,有,null,2023/4/11,商品房,2022/2/11,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230411aSlOG
3848,华氏儒商花园,江汉,252,17491,3室2厅1厨2卫,中楼层 (共26层),144.08,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯八户,有,null,2022/5/17,商品房,2005/8/19,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220605g9vQn
3849,新华家园,江汉,249,18378,3室2厅1厨2卫,低楼层 (共22层),135.49,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯八户,有,null,2023/4/2,商品房,2010/4/9,普通住宅,满五年,共有,无抵押,已上传房本照片,202001033k9qx
3850,世纪江尚,江汉,480,29959,3室2厅1厨2卫,低楼层 (共57层),160.22,平层,暂无数据,板楼,南 北,钢混结构,其他,四梯六户,有,null,2023/4/16,商品房,2018/4/4,普通住宅,满五年,非共有,暂无数据,已上传房本照片,20200113viuAX
3851,MOMA焕城,东湖高新,198,17657,3室2厅1厨2卫,中楼层 (共34层),112.59,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,null,2022/9/5,商品房,2017/6/22,普通住宅,满五年,非共有,有抵押 62万元 中国银行 客户偿还,已上传房本照片,202004290p5nE
3852,后湖华庭,江岸,210,14512,3室1厅1厨2卫,中楼层 (共6层),144.71,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,null,2023/4/3,商品房,2016/8/4,普通住宅,满五年,共有,无抵押,已上传房本照片,202001146IAP0
3853,海尔国际广场,硚口,155,16774,2室2厅1厨2卫,低楼层 (共47层),92.41,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,暂无数据,null,2021/10/27,商品房,2020/10/20,普通住宅,满两年,非共有,无抵押,已上传房本照片,20211120EjpsW
3854,长乐小区,江汉,105,12598,1室1厅1厨1卫,中楼层 (共7层),83.35,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,null,2020/11/2,商品房,2004/3/5,普通住宅,满五年,共有,无抵押,已上传房本照片,202001087nGiK
3855,都市桃源,武昌,328,24585,3室2厅1厨2卫,中楼层 (共12层),133.42,平层,114.22,板楼,南 北,钢混结构,精装,一梯两户,有,null,2023/4/22,商品房,2009/6/2,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210823XJg4A
3856,中建御景星城,硚口,243,22091,3室2厅1厨1卫,高楼层 (共47层),110,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2021/4/11,商品房,2019/10/28,普通住宅,满两年,非共有,有抵押 155万元 汇丰 客户偿还,已上传房本照片,20210506Bj61r
3857,徐东苑,洪山,77,11780,1室1厅1厨1卫,高楼层 (共27层),65.37,平层,暂无数据,板楼,南,钢混结构,精装,三梯十一户,有,null,2023/2/23,拆迁还建房,2022/12/26,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230223fo7f8
3858,银海公寓,武昌,25,10985,null,低楼层 (共1层),null,null,null,null,南 北,null,null,null,null,null,2023/4/17,商品房,2015/4/17,车库,满五年,非共有,无抵押,已上传房本照片,20201202WOEiD
3859,愿景城A区,东西湖,113,10815,3室2厅1厨1卫,低楼层 (共26层),104.49,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2023/4/17,商品房,2021/4/19,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230419mrMqJ
3860,江汉大学教工宿舍,江岸,95,12126,2室1厅1厨1卫,中楼层 (共8层),78.35,平层,暂无数据,板楼,东南,混合结构,简装,一梯两户,暂无数据,null,2022/2/24,商品房,1999/1/1,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220225bpuDc
3861,庭瑞新汉口,东西湖,97,14532,2室1厅1厨1卫,低楼层 (共32层),66.75,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,null,2023/4/7,商品房,2021/1/11,普通住宅,满两年,非共有,有抵押 60万元 协商还款,已上传房本照片,20230407TXjxi
3862,众联天美国际,江岸,60,13951,2室2厅1厨2卫,中楼层 (共17层),43.01,复式,暂无数据,塔楼,北,钢混结构,精装,三梯二十三户,有,null,2022/9/5,商品房,2020/6/18,商住两用,满两年,非共有,无抵押,已上传房本照片,20221203MShVg
3863,江湾兰亭,硚口,165,16106,3室1厅1厨1卫,高楼层 (共46层),102.45,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2021/10/30,商品房,2020/12/2,普通住宅,满两年,非共有,有抵押,已上传房本照片,202101103WG7A
3864,烽火茗盛绿堓,武昌,130,14368,3室2厅1厨1卫,低楼层 (共28层),90.48,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,null,2023/4/8,拆迁还建房,2021/3/17,普通住宅,满两年,非共有,无抵押,已上传房本照片,20211102TH76Z
3865,万达公馆,武昌,765,32291,3室2厅1厨4卫,高楼层 (共43层),236.91,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯两户,有,null,2023/4/18,商品房,2022/5/31,普通住宅,未满两年,非共有,有抵押 500万元 光大银行 客户偿还,已上传房本照片,20230418G05ts
3866,紫菘逸景华庭,东湖高新,175,20979,2室2厅1厨1卫,高楼层 (共28层),83.42,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,null,2023/4/3,商品房,2016/4/5,普通住宅,满五年,非共有,无抵押,已上传房本照片,2017121921URT
3867,丰华园,硚口,88,10139,2室1厅1厨1卫,中楼层 (共11层),86.8,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,有,null,2023/3/26,经济适用房,2018/2/5,普通住宅,满五年,非共有,无抵押,已上传房本照片,202303260tKtC
3868,金涛翰林苑,江岸,145,18952,2室1厅1厨1卫,中楼层 (共22层),76.51,平层,暂无数据,板塔结合,东北,钢混结构,精装,三梯十八户,有,null,2023/4/24,拆迁还建房,2020/12/1,普通住宅,满两年,共有,无抵押,已上传房本照片,20230425Xc1BN
3869,小刘家湾社区,武昌,150,24579,2室1厅1厨1卫,中楼层 (共8层),61.03,平层,暂无数据,板楼,南,钢混结构,简装,一梯四户,无,null,2023/4/24,商品房,2007/12/24,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230424rH0GV
3870,车站街华清社区,江岸,115,26961,1室1厅1厨1卫,中楼层 (共8层),42.84,平层,暂无数据,塔楼,东南,混合结构,简装,一梯六户,无,null,2023/3/27,商品房,2005/3/18,普通住宅,满五年,共有,无抵押,已上传房本照片,20230327iVttX
3871,诺展星座,洪山,115,14276,2室2厅1厨1卫,高楼层 (共33层),80.56,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯六户,有,null,2021/7/12,商品房,2021/7/9,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210712YlGHy
3872,中央花园SOHO,武昌,280,25365,3室2厅1厨1卫,中楼层 (共11层),110.39,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯四户,有,null,2023/3/24,商品房,2007/7/25,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230325rBYDM
3873,华生汉口城市广场北区,硚口,85,10885,2室2厅1厨1卫,中楼层 (共11层),78.09,暂无数据,66.53,板楼,南,钢混结构,精装,一梯八户,有,null,2023/4/28,拆迁还建房,2021/4/29,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230428eKTNk
